SAD12v2.2_chr3	20131355	0.0337116505174241
SAD12v2.2_chr3	13666878	0.00684146845282904
SAD12v2.2_chr6	22707749	0.0348390261854182
SAD12v2.2_chr7	108063	0.0833945310267188
SAD12v2.2_chr1	17673816	0.00882537689124652
SAD12v2.2_chr2	5710411	0.0078304392815276
SAD12v2.2_chr7	7325031	0.0044110339262929
SAD12v2.2_chr4	10834801	0.0092921733384876
SAD12v2.2_chr7	18668942	0.00305002790919486
SAD12v2.2_chr5	6636975	0.00999545335690307
SAD12v2.2_chr3	26028732	0.00769269772138059
SAD12v2.2_chr1	23258132	0.0150068672888599
SAD12v2.2_chr3	9435849	0.00920171934437477
SAD12v2.2_chr6	24906739	0.00634795379677057
SAD12v2.2_chr1	13456056	0.0111760010792964
SAD12v2.2_chr7	17921745	0.0100472500038166
SAD12v2.2_chr2	27556399	0.00711403112701457
SAD12v2.2_chr2	6170225	0.0073032555368386
SAD12v2.2_chr5	9151664	0.0256024346548214
SAD12v2.2_chr7	17460896	0.00609717582046126
SAD12v2.2_chr5	2725165	0.010031232710889
SAD12v2.2_chr6	2169200	0.0138521676197424
SAD12v2.2_chr1	15306483	0.111023787922306
SAD12v2.2_chr2	2392943	0.00757511653177866
SAD12v2.2_chr1	3747958	0.00870290018508821
SAD12v2.2_chr4	14128875	0.00620738823638653
SAD12v2.2_chr5	6102665	0.019640746089832
SAD12v2.2_chr2	11413060	0.00366774192546975
SAD12v2.2_chr6	17555632	0.0132877210092952
SAD12v2.2_chr3	29631104	0.00585853901001142
SAD12v2.2_chr2	9147031	0.0151191768026222
SAD12v2.2_chr3	18517944	0.00659055298658952
SAD12v2.2_chr5	16654481	0.0109359538413073
SAD12v2.2_chr4	5743702	0.00224023415512777
SAD12v2.2_chr7	6388389	0
SAD12v2.2_chr1	14592240	0.0251853189147813
SAD12v2.2_chr2	12507230	0.0107667391488659
SAD12v2.2_chr5	11831069	0.0582994210200182
SAD12v2.2_chr3	7958426	0.00469847210023633
SAD12v2.2_chr1	25091930	0.00771228326853752
SAD12v2.2_chr7	25830493	0.0084480946370831
SAD12v2.2_chr3	17523248	0.00465939255521535
SAD12v2.2_chr4	13210397	0.0140361701678545
SAD12v2.2_chr1	5475870	0.00886011493102854
SAD12v2.2_chr3	7264753	0.00313862625145419
SAD12v2.2_chr6	25407389	0.0111020259481434
SAD12v2.2_chr4	12429358	0.0103711845746709
SAD12v2.2_chr1	4814283	0.0072571971888721
SAD12v2.2_chr1	16127202	0.00897257502477375
SAD12v2.2_chr4	15310919	0.0128146818099349
SAD12v2.2_chr4	3889007	0.00454806424180496
SAD12v2.2_chr3	28680800	0.102228500924009
SAD12v2.2_chr2	6239102	0.00954448924667095
SAD12v2.2_chr6	23896441	0.0151822107591856
SAD12v2.2_chr3	25260358	0.21171979037718
SAD12v2.2_chr4	15121971	0.00807268478960944
SAD12v2.2_chr6	14230929	0.00924818064669005
SAD12v2.2_chr1	1654284	0.0110155897097812
SAD12v2.2_chr6	26379700	0.00807767830858246
SAD12v2.2_chr5	21310474	0.00349690703654828
SAD12v2.2_chr5	9741747	0.00953747158870324
SAD12v2.2_chr5	22625420	0.00590909045004171
SAD12v2.2_chr2	25033878	0.0101065631767773
SAD12v2.2_chr7	22620946	0.00770520063201375
SAD12v2.2_chr3	241863	0.0112971440081385
SAD12v2.2_chr3	29214279	0.00845028802473316
SAD12v2.2_chr3	16393075	0.00795579086621134
SAD12v2.2_chr5	7918781	0.016008816696282
SAD12v2.2_chr7	23984340	0.00986600145435947
SAD12v2.2_chr7	15067103	0.00786846139328277
SAD12v2.2_chr3	26230987	0.00316492495202442
SAD12v2.2_chr6	1378996	0.0165885423955969
SAD12v2.2_chr3	10159751	0.0120375991949258
SAD12v2.2_chr6	2700648	0.00736694896985144
SAD12v2.2_chr5	2593155	0.00902814903939858
SAD12v2.2_chr6	14745360	0.00108932461873638
SAD12v2.2_chr7	22108386	0.00717208959637819
SAD12v2.2_chr2	20080734	0.0102750059215517
SAD12v2.2_chr5	10672941	0.00728366590672599
SAD12v2.2_chr5	1458760	0.00448007319803136
SAD12v2.2_chr6	2226273	0.0193884765497447
SAD12v2.2_chr1	15001195	0.325096608127417
SAD12v2.2_chr2	1797651	0.00896405206035736
SAD12v2.2_chr2	20427726	0.00951744148871719
SAD12v2.2_chr1	26881989	0.00438489527936102
SAD12v2.2_chr3	11047055	0.00687040207682821
SAD12v2.2_chr3	21372739	0.00769018226835927
SAD12v2.2_chr2	349613	0.0102083661042684
SAD12v2.2_chr5	23552798	0.00757391228292355
SAD12v2.2_chr4	20926810	0.00973232271648335
SAD12v2.2_chr1	23375116	0.110596397255712
SAD12v2.2_chr7	25878940	0.00902968868708129
SAD12v2.2_chr4	1147873	0.004465326694384
SAD12v2.2_chr7	10230720	0.0154154384850038
SAD12v2.2_chr7	20214337	0.0111491185385314
SAD12v2.2_chr2	5640117	0.00265947401364068
SAD12v2.2_chr6	12097107	0.00622475898501057
SAD12v2.2_chr4	14993594	0.00198538196640663
SAD12v2.2_chr6	25290761	0.00705078838973544
SAD12v2.2_chr3	6989051	0.00706682269628577
SAD12v2.2_chr4	14662339	0.00845249587546346
SAD12v2.2_chr3	4360283	0.00399208742797913
SAD12v2.2_chr2	13083788	0.0312544796564339
SAD12v2.2_chr2	21463612	0.00414532219031834
SAD12v2.2_chr6	7940257	0.0452894851707151
SAD12v2.2_chr2	3312663	0.00753849677266974
SAD12v2.2_chr3	28098685	0.0110538756015736
SAD12v2.2_chr7	19973013	0.00340789417213864
SAD12v2.2_chr3	24473407	0.0113444663072011
SAD12v2.2_chr6	24627142	0.00367119045279965
SAD12v2.2_chr7	8108333	0.00929232639589017
SAD12v2.2_chr4	273625	0.00788051908746266
SAD12v2.2_chr1	2597401	0.00754400966815034
SAD12v2.2_chr4	17060767	0.015021747011191
SAD12v2.2_chr2	19129193	0.0102530499873486
utg489_pilon_pilon_pilon_pilon_pilon	216143	0.0369788572517304
SAD12v2.2_chr2	2432373	0.00983514519527808
SAD12v2.2_chr1	14304123	0.00735453995619209
SAD12v2.2_chr1	1519993	0.00679031566220779
SAD12v2.2_chr7	2187567	0.0690362774901618
SAD12v2.2_chr2	14368514	0.00993304834373928
SAD12v2.2_chr7	791012	0.0167532339573756
SAD12v2.2_chr3	5950374	0.00714912884391766
SAD12v2.2_chr2	22285715	0.00627292674528423
SAD12v2.2_chr1	16183469	0.0172288296775937
SAD12v2.2_chr3	23711932	0.022828389040743
SAD12v2.2_chr6	21310050	0.00237732011187389
SAD12v2.2_chr4	19216676	0.00425792735504022
SAD12v2.2_chr6	26201732	0.00852056055497232
SAD12v2.2_chr2	17709531	0.00467551322577489
SAD12v2.2_chr1	14691363	0.0230283274191431
SAD12v2.2_chr7	13638911	0.0866479101183835
SAD12v2.2_chr6	20539944	0.00526949731706872
SAD12v2.2_chr1	3634274	0.0148105430316783
SAD12v2.2_chr4	23026954	0.0071998772977344
SAD12v2.2_chr1	14155492	0.0314567354379839
SAD12v2.2_chr4	10526203	0.0123270331153996
SAD12v2.2_chr6	20794382	0.00728565423603923
SAD12v2.2_chr7	26595808	0.0056428124464718
SAD12v2.2_chr4	8409210	0.00376353695362795
SAD12v2.2_chr6	693419	0.237286700102369
SAD12v2.2_chr4	5120979	0.00748165399561035
SAD12v2.2_chr5	19222302	0.0509336322352541
SAD12v2.2_chr3	596717	0
SAD12v2.2_chr4	12586736	0
SAD12v2.2_chr6	13255495	0.00445124054895832
SAD12v2.2_chr7	17494119	0.0184463885603069
SAD12v2.2_chr7	15453617	0.0079641844834932
SAD12v2.2_chr1	1168433	0.00564858645231364
SAD12v2.2_chr5	15952689	0.00793243408840713
SAD12v2.2_chr2	16381493	0.0169791262499171
SAD12v2.2_chr4	20195257	0.00752529121823816
SAD12v2.2_chr1	8366470	0
SAD12v2.2_chr1	10735033	0.00617727414264211
SAD12v2.2_chr6	14488562	0.00613688107240099
SAD12v2.2_chr6	26377452	0.00825754206715826
utg367_pilon_pilon_pilon_pilon_pilon	78651	0.421771238542694
SAD12v2.2_chr6	14730336	0.011309226222741
SAD12v2.2_chr4	19437218	0.00426582726678146
SAD12v2.2_chr3	26047162	0.0118461876590202
SAD12v2.2_chr7	19783142	0.00521428414932853
SAD12v2.2_chr7	25385038	0.0109426490015425
SAD12v2.2_chr4	9835759	0.00748218192844719
SAD12v2.2_chr1	2764816	0.0128538861419423
SAD12v2.2_chr1	15450864	0.0434533465993255
SAD12v2.2_chr1	24021368	0.00363839747178612
SAD12v2.2_chr6	25241267	0.0123902607926465
SAD12v2.2_chr7	4254154	0.0138616569828928
SAD12v2.2_chr3	22928592	0.12129455843499
